City,Date,Air Quality,Index Value,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-31-2019,Good,39,,,,,,,,,,,,,,,,,,,
Ujjain,08-31-2019,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Varanasi,08-31-2019,Satisfactory,86,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-31-2019,,,,,,,,,,,,,,,,,,,,,
Agra,09-01-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-01-2019,Satisfactory,91,,,,,,,,,,,,,,,,,,,
Ajmer,09-01-2019,Satisfactory,70,,,,,,,,,,,,,,,,,,,
Asansol,09-01-2019,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Bengaluru,09-01-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Chennai,09-01-2019,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Delhi,09-01-2019,Moderate,108,,,,,,,,,,,,,,,,,,,
Gurgaon,09-01-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Hyderabad,09-01-2019,Good,27,,,,,,,,,,,,,,,,,,,
Jaipur,09-01-2019,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Kanpur,09-01-2019,,,,,,,,,,,,,,,,,,,,,
Kolkata,09-01-2019,Good,45,,,,,,,,,,,,,,,,,,,
Lucknow,09-01-2019,Satisfactory,96,,,,,,,,,,,,,,,,,,,
Ludhiana,09-01-2019,Moderate,136,,,,,,,,,,,,,,,,,,,
Mumbai,09-01-2019,Good,43,,,,,,,,,,,,,,,,,,,
Nagpur,09-01-2019,Good,32,,,,,,,,,,,,,,,,,,,
Noida,09-01-2019,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Patna,09-01-2019,Poor,214,,,,,,,,,,,,,,,,,,,
Pune,09-01-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-01-2019,Satisfactory,58,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-01-2019,Good,35,,,,,,,,,,,,,,,,,,,
Ujjain,09-01-2019,Satisfactory,51,,,,,,,,,,,,,,,,,,,
Varanasi,09-01-2019,Satisfactory,94,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-01-2019,,,,,,,,,,,,,,,,,,,,,
Agra,09-02-2019,Satisfactory,82,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-02-2019,Satisfactory,75,,,,,,,,,,,,,,,,,,,
Ajmer,09-02-2019,Satisfactory,58,,,,,,,,,,,,,,,,,,,
Asansol,09-02-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Bengaluru,09-02-2019,Good,42,,,,,,,,,,,,,,,,,,,
Chennai,09-02-2019,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Delhi,09-02-2019,Satisfactory,96,,,,,,,,,,,,,,,,,,,
Gurgaon,09-02-2019,Satisfactory,55,,,,,,,,,,,,,,,,,,,
Hyderabad,09-02-2019,Good,26,,,,,,,,,,,,,,,,,,,
Jaipur,09-02-2019,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Kanpur,09-02-2019,,,,,,,,,,,,,,,,,,,,,
Kolkata,09-02-2019,Good,42,,,,,,,,,,,,,,,,,,,
Lucknow,09-02-2019,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Ludhiana,09-02-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Mumbai,09-02-2019,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Nagpur,09-02-2019,Good,31,,,,,,,,,,,,,,,,,,,
Noida,09-02-2019,Moderate,126,,,,,,,,,,,,,,,,,,,
Patna,09-02-2019,,,,,,,,,,,,,,,,,,,,,
Pune,09-02-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-02-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-02-2019,Good,41,,,,,,,,,,,,,,,,,,,
Ujjain,09-02-2019,Good,46,,,,,,,,,,,,,,,,,,,
Varanasi,09-02-2019,Moderate,121,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-02-2019,,,,,,,,,,,,,,,,,,,,,
Agra,09-03-2019,Satisfactory,67,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-03-2019,Satisfactory,75,,,,,,,,,,,,,,,,,,,
Ajmer,09-03-2019,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Asansol,09-03-2019,Good,45,,,,,,,,,,,,,,,,,,,
Bengaluru,09-03-2019,Good,42,,,,,,,,,,,,,,,,,,,
Chennai,09-03-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Delhi,09-03-2019,Moderate,141,,,,,,,,,,,,,,,,,,,
Gurgaon,09-03-2019,Moderate,124,,,,,,,,,,,,,,,,,,,
Hyderabad,09-03-2019,Good,30,,,,,,,,,,,,,,,,,,,
Jaipur,09-03-2019,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Kanpur,09-03-2019,,,,,,,,,,,,,,,,,,,,,
Kolkata,09-03-2019,Good,25,,,,,,,,,,,,,,,,,,,
Lucknow,09-03-2019,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Ludhiana,09-03-2019,Moderate,125,,,,,,,,,,,,,,,,,,,
Mumbai,09-03-2019,Very Poor,339,,,,,,,,,,,,,,,,,,,
Nagpur,09-03-2019,Good,29,,,,,,,,,,,,,,,,,,,
Noida,09-03-2019,Moderate,163,,,,,,,,,,,,,,,,,,,
Patna,09-03-2019,Moderate,120,,,,,,,,,,,,,,,,,,,
Pune,09-03-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-03-2019,Good,32,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-03-2019,Good,46,,,,,,,,,,,,,,,,,,,
Ujjain,09-03-2019,Good,44,,,,,,,,,,,,,,,,,,,
Varanasi,09-03-2019,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-03-2019,,,,,,,,,,,,,,,,,,,,,
Agra,09-04-2019,Satisfactory,79,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-04-2019,Poor,239,,,,,,,,,,,,,,,,,,,
Ajmer,09-04-2019,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Asansol,09-04-2019,Good,24,,,,,,,,,,,,,,,,,,,
Bengaluru,09-04-2019,Good,40,,,,,,,,,,,,,,,,,,,
Chennai,09-04-2019,Satisfactory,94,,,,,,,,,,,,,,,,,,,
Delhi,09-04-2019,Moderate,173,,,,,,,,,,,,,,,,,,,
Gurgaon,09-04-2019,Moderate,162,,,,,,,,,,,,,,,,,,,
Hyderabad,09-04-2019,Good,25,,,,,,,,,,,,,,,,,,,
Jaipur,09-04-2019,Satisfactory,64,,,,,,,,,,,,,,,,,,,
Kanpur,09-04-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Kolkata,09-04-2019,Good,27,,,,,,,,,,,,,,,,,,,
Lucknow,09-04-2019,Satisfactory,65,,,,,,,,,,,,,,,,,,,
Ludhiana,09-04-2019,Poor,254,,,,,,,,,,,,,,,,,,,
Mumbai,09-04-2019,Good,36,,,,,,,,,,,,,,,,,,,
Nagpur,09-04-2019,Good,27,,,,,,,,,,,,,,,,,,,
Noida,09-04-2019,Moderate,157,,,,,,,,,,,,,,,,,,,
Patna,09-04-2019,Satisfactory,95,,,,,,,,,,,,,,,,,,,
Pune,09-04-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-04-2019,Good,36,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-04-2019,Good,41,,,,,,,,,,,,,,,,,,,
Ujjain,09-04-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Varanasi,09-04-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-04-2019,,,,,,,,,,,,,,,,,,,,,
Agra,09-05-2019,Good,41,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-05-2019,Poor,237,,,,,,,,,,,,,,,,,,,
Ajmer,09-05-2019,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Asansol,09-05-2019,Good,22,,,,,,,,,,,,,,,,,,,
Bengaluru,09-05-2019,Good,46,,,,,,,,,,,,,,,,,,,
Chennai,09-05-2019,Satisfactory,53,,,,,,,,,,,,,,,,,,,
Delhi,09-05-2019,Satisfactory,95,,,,,,,,,,,,,,,,,,,
Gurgaon,09-05-2019,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Hyderabad,09-05-2019,Good,26,,,,,,,,,,,,,,,,,,,
Jaipur,09-05-2019,Satisfactory,72,,,,,,,,,,,,,,,,,,,
Kanpur,09-05-2019,Good,44,,,,,,,,,,,,,,,,,,,
Kolkata,09-05-2019,Good,26,,,,,,,,,,,,,,,,,,,
Lucknow,09-05-2019,Satisfactory,67,,,,,,,,,,,,,,,,,,,
Ludhiana,09-05-2019,Satisfactory,60,,,,,,,,,,,,,,,,,,,
Mumbai,09-05-2019,Good,36,,,,,,,,,,,,,,,,,,,
Nagpur,09-05-2019,Good,30,,,,,,,,,,,,,,,,,,,
Noida,09-05-2019,Satisfactory,86,,,,,,,,,,,,,,,,,,,
Patna,09-05-2019,Satisfactory,84,,,,,,,,,,,,,,,,,,,
Pune,09-05-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-05-2019,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-05-2019,Good,44,,,,,,,,,,,,,,,,,,,
Ujjain,09-05-2019,Good,48,,,,,,,,,,,,,,,,,,,
Varanasi,09-05-2019,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-05-2019,,,,,,,,,,,,,,,,,,,,,
Agra,09-06-2019,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-06-2019,Poor,245,,,,,,,,,,,,,,,,,,,
Ajmer,09-06-2019,Satisfactory,67,,,,,,,,,,,,,,,,,,,
Asansol,09-06-2019,Good,22,,,,,,,,,,,,,,,,,,,
Bengaluru,09-06-2019,Good,48,,,,,,,,,,,,,,,,,,,
Chennai,09-06-2019,Satisfactory,58,,,,,,,,,,,,,,,,,,,
Delhi,09-06-2019,Satisfactory,90,,,,,,,,,,,,,,,,,,,
Gurgaon,09-06-2019,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Hyderabad,09-06-2019,Good,28,,,,,,,,,,,,,,,,,,,
Jaipur,09-06-2019,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Kanpur,09-06-2019,Good,44,,,,,,,,,,,,,,,,,,,
Kolkata,09-06-2019,Good,28,,,,,,,,,,,,,,,,,,,
Lucknow,09-06-2019,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Ludhiana,09-06-2019,Satisfactory,67,,,,,,,,,,,,,,,,,,,
Mumbai,09-06-2019,Good,37,,,,,,,,,,,,,,,,,,,
Nagpur,09-06-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Noida,09-06-2019,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Patna,09-06-2019,,,,,,,,,,,,,,,,,,,,,
Pune,09-06-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-06-2019,Good,27,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-06-2019,Good,40,,,,,,,,,,,,,,,,,,,
Ujjain,09-06-2019,Satisfactory,51,,,,,,,,,,,,,,,,,,,
Varanasi,09-06-2019,Moderate,108,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-06-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Agra,09-07-2019,Good,41,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-07-2019,Satisfactory,88,,,,,,,,,,,,,,,,,,,
Ajmer,09-07-2019,Satisfactory,71,,,,,,,,,,,,,,,,,,,
Asansol,09-07-2019,Good,16,,,,,,,,,,,,,,,,,,,
Bengaluru,09-07-2019,Good,48,,,,,,,,,,,,,,,,,,,
Chennai,09-07-2019,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Delhi,09-07-2019,Satisfactory,82,,,,,,,,,,,,,,,,,,,
Gurgaon,09-07-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Hyderabad,09-07-2019,Good,27,,,,,,,,,,,,,,,,,,,
Jaipur,09-07-2019,Satisfactory,64,,,,,,,,,,,,,,,,,,,
Kanpur,09-07-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Kolkata,09-07-2019,Good,26,,,,,,,,,,,,,,,,,,,
Lucknow,09-07-2019,Satisfactory,55,,,,,,,,,,,,,,,,,,,
Ludhiana,09-07-2019,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Mumbai,09-07-2019,Good,41,,,,,,,,,,,,,,,,,,,
Nagpur,09-07-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Noida,09-07-2019,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Patna,09-07-2019,Satisfactory,71,,,,,,,,,,,,,,,,,,,
Pune,09-07-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-07-2019,Good,37,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-07-2019,Good,42,,,,,,,,,,,,,,,,,,,
Ujjain,09-07-2019,Satisfactory,51,,,,,,,,,,,,,,,,,,,
Varanasi,09-07-2019,Satisfactory,70,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-07-2019,Satisfactory,51,,,,,,,,,,,,,,,,,,,
Agra,09-08-2019,Good,37,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-08-2019,Satisfactory,83,,,,,,,,,,,,,,,,,,,
Ajmer,09-08-2019,Good,49,,,,,,,,,,,,,,,,,,,
Asansol,09-08-2019,Good,21,,,,,,,,,,,,,,,,,,,
Bengaluru,09-08-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Chennai,09-08-2019,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Delhi,09-08-2019,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Gurgaon,09-08-2019,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Hyderabad,09-08-2019,Good,25,,,,,,,,,,,,,,,,,,,
Jaipur,09-08-2019,Satisfactory,64,,,,,,,,,,,,,,,,,,,
Kanpur,09-08-2019,Good,39,,,,,,,,,,,,,,,,,,,
Kolkata,09-08-2019,Good,27,,,,,,,,,,,,,,,,,,,
Lucknow,09-08-2019,Good,48,,,,,,,,,,,,,,,,,,,
Ludhiana,09-08-2019,Satisfactory,79,,,,,,,,,,,,,,,,,,,
Mumbai,09-08-2019,Good,39,,,,,,,,,,,,,,,,,,,
Nagpur,09-08-2019,Good,28,,,,,,,,,,,,,,,,,,,
Noida,09-08-2019,Satisfactory,83,,,,,,,,,,,,,,,,,,,
Patna,09-08-2019,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Pune,09-08-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-08-2019,Good,24,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-08-2019,Good,40,,,,,,,,,,,,,,,,,,,
Ujjain,09-08-2019,Good,41,,,,,,,,,,,,,,,,,,,
Varanasi,09-08-2019,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-08-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Agra,09-09-2019,Good,37,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-09-2019,Moderate,118,,,,,,,,,,,,,,,,,,,
Ajmer,09-09-2019,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Asansol,09-09-2019,Good,36,,,,,,,,,,,,,,,,,,,
Bengaluru,09-09-2019,Good,46,,,,,,,,,,,,,,,,,,,
Chennai,09-09-2019,Satisfactory,75,,,,,,,,,,,,,,,,,,,
Delhi,09-09-2019,Moderate,108,,,,,,,,,,,,,,,,,,,
Gurgaon,09-09-2019,Satisfactory,73,,,,,,,,,,,,,,,,,,,
Hyderabad,09-09-2019,Good,34,,,,,,,,,,,,,,,,,,,
Jaipur,09-09-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Kanpur,09-09-2019,Good,38,,,,,,,,,,,,,,,,,,,
Kolkata,09-09-2019,Good,38,,,,,,,,,,,,,,,,,,,
Lucknow,09-09-2019,Satisfactory,53,,,,,,,,,,,,,,,,,,,
Ludhiana,09-09-2019,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Mumbai,09-09-2019,Good,45,,,,,,,,,,,,,,,,,,,
Nagpur,09-09-2019,Good,45,,,,,,,,,,,,,,,,,,,
Noida,09-09-2019,Moderate,126,,,,,,,,,,,,,,,,,,,
Patna,09-09-2019,Moderate,115,,,,,,,,,,,,,,,,,,,
Pune,09-09-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-09-2019,Good,26,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-09-2019,Good,44,,,,,,,,,,,,,,,,,,,
Ujjain,09-09-2019,Good,45,,,,,,,,,,,,,,,,,,,
Varanasi,09-09-2019,Good,47,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-09-2019,Moderate,103,,,,,,,,,,,,,,,,,,,
Agra,09-10-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-10-2019,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Ajmer,09-10-2019,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Asansol,09-10-2019,,,,,,,,,,,,,,,,,,,,,
Bengaluru,09-10-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Chennai,09-10-2019,Moderate,108,,,,,,,,,,,,,,,,,,,
Delhi,09-10-2019,Moderate,137,,,,,,,,,,,,,,,,,,,
Gurgaon,09-10-2019,Moderate,132,,,,,,,,,,,,,,,,,,,
Hyderabad,09-10-2019,Good,32,,,,,,,,,,,,,,,,,,,
Jaipur,09-10-2019,Moderate,117,,,,,,,,,,,,,,,,,,,
Kanpur,09-10-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Kolkata,09-10-2019,Good,49,,,,,,,,,,,,,,,,,,,
Lucknow,09-10-2019,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Ludhiana,09-10-2019,Satisfactory,98,,,,,,,,,,,,,,,,,,,
Mumbai,09-10-2019,Good,46,,,,,,,,,,,,,,,,,,,
Nagpur,09-10-2019,Good,47,,,,,,,,,,,,,,,,,,,
Noida,09-10-2019,Moderate,180,,,,,,,,,,,,,,,,,,,
Patna,09-10-2019,Satisfactory,99,,,,,,,,,,,,,,,,,,,
Pune,09-10-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-10-2019,Good,33,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-10-2019,Good,35,,,,,,,,,,,,,,,,,,,
Ujjain,09-10-2019,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Varanasi,09-10-2019,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-10-2019,Moderate,106,,,,,,,,,,,,,,,,,,,
Agra,09-11-2019,Satisfactory,67,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-11-2019,,,,,,,,,,,,,,,,,,,,,
Ajmer,09-11-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Asansol,09-11-2019,Good,32,,,,,,,,,,,,,,,,,,,
Bengaluru,09-11-2019,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Chennai,09-11-2019,Moderate,105,,,,,,,,,,,,,,,,,,,
Delhi,09-11-2019,Moderate,168,,,,,,,,,,,,,,,,,,,
Gurgaon,09-11-2019,Moderate,126,,,,,,,,,,,,,,,,,,,
Hyderabad,09-11-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Jaipur,09-11-2019,Satisfactory,99,,,,,,,,,,,,,,,,,,,
Kanpur,09-11-2019,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Kolkata,09-11-2019,Good,39,,,,,,,,,,,,,,,,,,,
Lucknow,09-11-2019,Satisfactory,71,,,,,,,,,,,,,,,,,,,
Ludhiana,09-11-2019,Satisfactory,96,,,,,,,,,,,,,,,,,,,
Mumbai,09-11-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Nagpur,09-11-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Noida,09-11-2019,Moderate,189,,,,,,,,,,,,,,,,,,,
Patna,09-11-2019,Moderate,100,,,,,,,,,,,,,,,,,,,
Pune,09-11-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-11-2019,Good,37,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-11-2019,Good,35,,,,,,,,,,,,,,,,,,,
Ujjain,09-11-2019,Good,48,,,,,,,,,,,,,,,,,,,
Varanasi,09-11-2019,Satisfactory,73,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-11-2019,Moderate,103,,,,,,,,,,,,,,,,,,,
Agra,09-12-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-12-2019,,,,,,,,,,,,,,,,,,,,,
Ajmer,09-12-2019,Satisfactory,67,,,,,,,,,,,,,,,,,,,
Asansol,09-12-2019,Good,49,,,,,,,,,,,,,,,,,,,
Bengaluru,09-12-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Chennai,09-12-2019,Satisfactory,88,,,,,,,,,,,,,,,,,,,
Delhi,09-12-2019,Moderate,151,,,,,,,,,,,,,,,,,,,
Gurgaon,09-12-2019,,,,,,,,,,,,,,,,,,,,,
Hyderabad,09-12-2019,Satisfactory,53,,,,,,,,,,,,,,,,,,,
Jaipur,09-12-2019,Satisfactory,86,,,,,,,,,,,,,,,,,,,
Kanpur,09-12-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Kolkata,09-12-2019,Good,37,,,,,,,,,,,,,,,,,,,
Lucknow,09-12-2019,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Ludhiana,09-12-2019,Moderate,120,,,,,,,,,,,,,,,,,,,
Mumbai,09-12-2019,Good,47,,,,,,,,,,,,,,,,,,,
Nagpur,09-12-2019,Good,47,,,,,,,,,,,,,,,,,,,
Noida,09-12-2019,Moderate,127,,,,,,,,,,,,,,,,,,,
Patna,09-12-2019,Satisfactory,88,,,,,,,,,,,,,,,,,,,
Pune,09-12-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-12-2019,Good,43,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-12-2019,,,,,,,,,,,,,,,,,,,,,
Ujjain,09-12-2019,Good,42,,,,,,,,,,,,,,,,,,,
Varanasi,09-12-2019,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-12-2019,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Agra,09-13-2019,Good,35,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-13-2019,,,,,,,,,,,,,,,,,,,,,
Ajmer,09-13-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Asansol,09-13-2019,Good,26,,,,,,,,,,,,,,,,,,,
Bengaluru,09-13-2019,Satisfactory,55,,,,,,,,,,,,,,,,,,,
Chennai,09-13-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Delhi,09-13-2019,Satisfactory,86,,,,,,,,,,,,,,,,,,,
Gurgaon,09-13-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Hyderabad,09-13-2019,Good,40,,,,,,,,,,,,,,,,,,,
Jaipur,09-13-2019,Satisfactory,81,,,,,,,,,,,,,,,,,,,
Kanpur,09-13-2019,Good,30,,,,,,,,,,,,,,,,,,,
Kolkata,09-13-2019,Good,43,,,,,,,,,,,,,,,,,,,
Lucknow,09-13-2019,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Ludhiana,09-13-2019,Satisfactory,83,,,,,,,,,,,,,,,,,,,
Mumbai,09-13-2019,Good,39,,,,,,,,,,,,,,,,,,,
Nagpur,09-13-2019,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Noida,09-13-2019,Satisfactory,79,,,,,,,,,,,,,,,,,,,
Patna,09-13-2019,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Pune,09-13-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-13-2019,Good,21,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-13-2019,Good,36,,,,,,,,,,,,,,,,,,,
Ujjain,09-13-2019,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Varanasi,09-13-2019,Satisfactory,55,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-13-2019,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Agra,09-14-2019,Good,35,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-14-2019,Moderate,124,,,,,,,,,,,,,,,,,,,
Ajmer,09-14-2019,Satisfactory,60,,,,,,,,,,,,,,,,,,,
Asansol,09-14-2019,Good,30,,,,,,,,,,,,,,,,,,,
Bengaluru,09-14-2019,Satisfactory,60,,,,,,,,,,,,,,,,,,,
Chennai,09-14-2019,Satisfactory,73,,,,,,,,,,,,,,,,,,,
Delhi,09-14-2019,Satisfactory,72,,,,,,,,,,,,,,,,,,,
Gurgaon,09-14-2019,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Hyderabad,09-14-2019,Good,42,,,,,,,,,,,,,,,,,,,
Jaipur,09-14-2019,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Kanpur,09-14-2019,Good,28,,,,,,,,,,,,,,,,,,,
Kolkata,09-14-2019,Satisfactory,58,,,,,,,,,,,,,,,,,,,
Lucknow,09-14-2019,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Ludhiana,09-14-2019,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Mumbai,09-14-2019,Good,49,,,,,,,,,,,,,,,,,,,
Nagpur,09-14-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Noida,09-14-2019,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Patna,09-14-2019,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Pune,09-14-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,09-14-2019,Good,30,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,09-14-2019,Good,39,,,,,,,,,,,,,,,,,,,
Ujjain,09-14-2019,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Varanasi,09-14-2019,Satisfactory,65,,,,,,,,,,,,,,,,,,,
Visakhapatnam,09-14-2019,Moderate,106,,,,,,,,,,,,,,,,,,,
Agra,09-15-2019,Good,33,,,,,,,,,,,,,,,,,,,
Ahmedabad,09-15-2019,Moderate,130,,,,,,,,,,,,,,,,,,,
Ajmer,09-15-2019,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Asansol,09-15-2019,Good,36,,,,,,,,,,,,,,,,,,,
Bengaluru,09-15-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Chennai,09-15-2019,Satisfactory,67,,,,,,,,,,,,,,,,,,,
Delhi,09-15-2019,Satisfactory,72,,,,,,,,,,,,,,,,,,,
Gurgaon,09-15-2019,Good,45,,,,,,,,,,,,,,,,,,,
Hyderabad,09-15-2019,Good,46,,,,,,,,,,,,,,,,,,,
Jaipur,09-15-2019,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Kanpur,09-15-2019,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Kolkata,09-15-2019,Satisfactory,70,,,,,,,,,,,,,,,,,,,
Lucknow,09-15-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Ludhiana,09-15-2019,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Mumbai,09-15-2019,Good,46,,,,,,,,,,,,,,,,,,,
